0.918369, 0.311175
0.918369, 0.311175
0.377183, 0.303247
0.418516, 0.594609
0.955900, 0.060612
0.284593, 0.101297
0.390170, 0.111245
0.450118, 0.453333
0.336490, 0.129047
0.773685, 0.919473
0.861185, 0.197737
0.148129, 0.656531
0.753070, 0.063700
0.679703, 0.756717
0.511824, 0.231641
0.005493, 0.981353
0.596416, 0.923862
0.292529, 0.973599
0.227110, 0.711044
0.568208, 0.183010
0.771657, 0.852801
0.284307, 0.161827
0.964047, 0.734425
0.615161, 0.300536
0.863472, 0.388845
0.220009, 0.724657
0.586582, 0.368138
0.381188, 0.339652
0.431838, 0.060891
0.469529, 0.364775
0.469529, 0.364775
0.292532, 0.101862
0.925015, 0.888947
0.025724, 0.217544
0.862546, 0.252834
0.928588, 0.430754
0.435844, 0.700245
0.283555, 0.720151
0.862072, 0.247602
0.454576, 0.477233
0.548138, 0.318048
0.042705, 0.452660
0.136285, 0.423892
0.792312, 0.568123
0.484783, 0.888681
0.096369, 0.943662
0.666262, 0.016268
0.654344, 0.528808
0.269102, 0.582932
0.959562, 0.704946
0.283177, 0.243118
0.425096, 0.145249
0.490719, 0.879672
0.622482, 0.038858
0.197720, 0.488560
0.807005, 0.240425
0.941220, 0.943291
0.664317, 0.733532
0.511414, 0.149100
0.622214, 0.023199
0.926414, 0.612757
0.459999, 0.592676
0.629025, 0.114342
0.121485, 0.898127
0.697274, 0.081047
0.603072, 0.980451
0.324165, 0.028169
0.125700, 0.814884
0.907841, 0.748181
0.853742, 0.105561
0.236741, 0.660747
0.345985, 0.177961
0.604038, 0.010302
0.911493, 0.115452
0.159402, 0.533706
0.138650, 0.085816
0.146463, 0.598649
0.678493, 0.775488
0.712991, 0.799978
0.673615, 0.410266
0.881025, 0.276687
0.390716, 0.205189
0.304856, 0.516416
0.020074, 0.212697
0.264597, 0.873816
0.318257, 0.501337
0.534563, 0.664243
0.679298, 0.138601
0.674545, 0.590791
0.254053, 0.833947
0.124497, 0.392703
0.919763, 0.270960
0.991352, 0.598256
0.046448, 0.704344
0.398234, 0.720063
0.114609, 0.279258
0.996750, 0.505325
0.484448, 0.301606
0.021741, 0.504521
0.514302, 0.286338
0.378337, 0.832560
0.787675, 0.912900
0.496802, 0.466973
0.051501, 0.171347
0.057764, 0.305554
0.005294, 0.182261
0.990543, 0.436800
0.866078, 0.768147
0.453221, 0.689609
0.523313, 0.499669
0.393952, 0.921547
0.219733, 0.508561
0.511785, 0.777315
0.200806, 0.216483
0.013887, 0.685253
0.189775, 0.032391
0.321965, 0.568112
0.864951, 0.109640
0.518089, 0.035628
0.576613, 0.532513
0.698257, 0.925057
0.533101, 0.634377
0.538395, 0.536324
0.463452, 0.269858
0.225932, 0.986765
0.769528, 0.619885
0.481012, 0.361753
0.838067, 0.816638
0.205743, 0.142333
0.128446, 0.109118
0.177961, 0.984146
0.756223, 0.499926
0.794371, 0.723832
0.908312, 0.989260
0.982928, 0.186180
0.565784, 0.516028
0.820557, 0.403851
0.609566, 0.033270
0.940174, 0.517875
0.054423, 0.637194
0.504640, 0.676580
0.907053, 0.166107
0.665841, 0.914438
0.522070, 0.871584
0.056771, 0.316441
0.595416, 0.234731
0.785991, 0.412953
0.734657, 0.852846
0.972814, 0.344223
0.886116, 0.955741
0.300588, 0.351639
0.471770, 0.350959
0.855750, 0.526193
0.988153, 0.795924
0.044068, 0.895206
0.530403, 0.451899
0.571787, 0.748022
0.961661, 0.237627
0.962031, 0.548708
0.109212, 0.719230
0.552258, 0.621174
0.953961, 0.100760
0.056267, 0.688618
0.662460, 0.483731
0.800172, 0.704628
0.984822, 0.563244
0.953605, 0.029081
0.032842, 0.839721
0.456592, 0.914204
0.982785, 0.943295
0.797563, 0.905326
0.291621, 0.026853
0.653348, 0.537221
0.147371, 0.902357
0.020952, 0.716189
0.035038, 0.821125
0.420817, 0.989000
0.575561, 0.369350
0.921885, 0.875490
0.477084, 0.506165
0.677618, 0.710460
0.490987, 0.273704
0.947579, 0.187908
0.715211, 0.006832
0.957217, 0.887828
0.154203, 0.930364
0.002823, 0.532777
0.090265, 0.097497
0.656171, 0.864155
0.971978, 0.090951
0.580344, 0.007017
0.912076, 0.001161
0.606977, 0.315808
0.709451, 0.984409
0.384094, 0.424662
0.475396, 0.657798
0.257178, 0.069999
0.845706, 0.585697
0.353339, 0.935971
0.683194, 0.310556
0.823799, 0.686017
0.843333, 0.080977
0.342188, 0.913332
0.478244, 0.673634
0.996016, 0.833961
0.004283, 0.525477
0.321183, 0.916359
0.431494, 0.422975
0.750320, 0.004882
0.990833, 0.459770
0.945133, 0.314166
0.884432, 0.464687
0.032725, 0.315926
0.887662, 0.878431
0.901622, 0.241001
0.989291, 0.374927
0.270833, 0.394889
0.814402, 0.584816
0.719179, 0.613021
0.308221, 0.664311
0.526637, 0.317199
0.551556, 0.638201
0.228863, 0.716425
0.565569, 0.979183
0.927187, 0.312504
0.438953, 0.710598
0.189788, 0.248370
0.721307, 0.556402
0.639311, 0.062946
0.842485, 0.540934
0.175284, 0.964054
0.125750, 0.855503
0.295088, 0.396583
0.303946, 0.656887
0.250392, 0.009604
0.678578, 0.936792
0.014266, 0.558613
0.185162, 0.099981
0.931329, 0.323385
0.871117, 0.868366
0.307132, 0.518117
0.016695, 0.238461
0.841502, 0.191980
0.584791, 0.750731
0.254926, 0.044999
0.079164, 0.306098
0.202515, 0.480813
0.701886, 0.147497
0.414375, 0.996974
0.544080, 0.664766
0.021747, 0.558872
0.490476, 0.094496
0.558183, 0.675638
0.223379, 0.689818
0.426369, 0.273641
0.449072, 0.733501
0.791757, 0.465767
0.971962, 0.633259
0.657747, 0.174477
0.194477, 0.142974
0.011240, 0.553685
0.471545, 0.921363
0.283316, 0.885920
0.918336, 0.827396
0.550686, 0.929576
0.381080, 0.774065
0.114072, 0.912673
0.868562, 0.177578
0.219476, 0.135819
0.619394, 0.871556
0.336679, 0.769624
0.547195, 0.063039
0.235391, 0.679026
0.761696, 0.893139
0.707064, 0.128436
0.805811, 0.072980
0.011587, 0.277357
0.994342, 0.294902
0.163276, 0.912679
0.122298, 0.713963
0.842255, 0.503378
0.488028, 0.461649
0.374935, 0.356590
0.853503, 0.875768
0.895692, 0.756308
0.729403, 0.602756
0.884744, 0.964794
0.281783, 0.646440
0.419629, 0.959779
0.857932, 0.135286
0.320552, 0.973563
0.663744, 0.208266
0.639227, 0.922129
0.828697, 0.104377
0.115286, 0.950995
0.818340, 0.957542
0.454374, 0.306368
0.419191, 0.829308
0.941101, 0.202608
0.751438, 0.082586
0.522208, 0.533795
0.018196, 0.838894
0.647130, 0.747599
0.712393, 0.531669
0.570325, 0.666955
0.723638, 0.892286
0.662957, 0.058418
0.426081, 0.175170
0.077829, 0.254778
0.249886, 0.370078
0.234069, 0.875221
0.660147, 0.404254
0.279547, 0.193115
0.489455, 0.067211
0.628265, 0.240893
0.149797, 0.646462
0.888023, 0.988691
0.394061, 0.137909
0.712329, 0.106454
0.669578, 0.082408
0.150657, 0.569847
0.974694, 0.910848
0.211754, 0.400774
0.676779, 0.336533
0.655553, 0.365565
0.482698, 0.861326
0.463451, 0.633354
0.521473, 0.867705
0.205774, 0.097886
0.086018, 0.289583
0.251822, 0.084714
0.477929, 0.139845
0.073405, 0.871989
0.277754, 0.785734
0.934916, 0.831467
0.283866, 0.842835
0.978443, 0.947332
0.566070, 0.495620
0.243610, 0.652088
0.785203, 0.899162
0.017652, 0.267900
0.760489, 0.481103
0.901255, 0.281962
0.348808, 0.104457
0.203202, 0.010929
0.868142, 0.655221
0.368438, 0.413852
0.684557, 0.441842
0.285841, 0.962311
0.227577, 0.264284
0.935924, 0.544712
0.919505, 0.193509
0.938554, 0.485575
0.689129, 0.182164
0.137662, 0.474331
0.081326, 0.155315
0.292890, 0.283724
0.636418, 0.643486
0.123777, 0.985225
0.747943, 0.416667
0.268949, 0.683866
